id,id2,origina_text,translation
1000,3435921409,%SCC000%
1001,3435921409,%SCC001%
1002,3435921409,%SCC002%
1003,3435921409,%SCC003%
1004,3435921409,%SCC004%
1005,3435921409,%SCC005%
1006,3435921409,%SCC006%
1007,3435921409,%SCC007%
1008,3435921409,%SCC008%
1009,3435921409,%SCC009%
1010,3435921409,%SCC010%
1011,3435921409,%SCC011%
1012,3435921409,%SCC012%
1013,3435921409,%SCC013%
1014,3435921409,%SCC014%
1015,3435921409,%SCC015%
1016,3435921409,%SCC016%
1017,3435921409,%SCC017%
1018,3435921409,%SCC018%
1019,3435921409,%SCC019%
1020,3435921409,%SCC020%
1021,3435921409,%SCC021%
1022,3435921409,%SCC022%
1023,3435921409,%SCC023%
1024,3435921409,%SCC024%
1025,3435921409,%SCC025%
1026,3435921409,%SCC026%
1027,3435921409,%SCC027%
1028,3435921409,%SCC028%
1029,3435921409,%SCC029%
1030,3435921409,%SCC030%
1031,3435921409,%SCC031%
1032,3435921409,%SCC032%
1033,3435921409,%SCC033%
1034,3435921409,%SCC034%
1035,3435921409,%SCC035%
1036,3435921409,%SCC036%
1037,3435921409,%SCC037%
1038,3435921409,%SCC038%
1039,3435921409,%SCC039%
1040,3435921409,%SCC040%
1041,3435921409,%SCC041%
1042,3435921409,%SCC042%
1043,3435921409,%SCC043%
1044,3435921409,%SCC044%
1045,3435921409,%SCC045%
1046,3435921409,%SCC046%
1047,3435921409,%SCC047%
1048,3435921409,%SCC048%
1049,3435921409,%SCC049%
1050,3435921409,%SCC050%
1051,3435921409,%SCC051%
1052,3435921409,%SCC052%
1053,3435921409,%SCC053%
1054,3435921409,%SCC054%
1055,3435921409,%SCC055%
1056,3435921409,%SCC056%
1057,3435921409,%SCC057%
1058,3435921409,%SCC058%
1059,3435921409,%SCC059%
1060,3435921409,%SCC060%
1061,3435921409,%SCC061%
1062,3435921409,%SCC062%
1063,3435921409,%SCC063%
1064,3435921409,%SCC064%
1065,3435921409,%SCC065%
1066,3435921409,%SCC066%
1067,3435921409,%SCC067%
1068,3435921409,%SCC068%
1069,3435921409,%SCC069%
1070,3435921409,%SCC070%
1071,3435921409,%SCC071%
1072,3435921409,%SCC072%
1073,3435921409,%SCC073%
1074,3435921409,%SCC074%
1075,3435921409,%SCC075%
1076,3435921409,%SCC076%
1077,3435921409,%SCC077%
1078,3435921409,%SCC078%
1079,3435921409,%SCC079%
1080,3435921409,%SCC080%
1081,3435921409,%SCC081%
1082,3435921409,%SCC082%
1083,3435921409,%SCC083%
1084,3435921409,%SCC084%
1085,3435921409,%SCC085%
1086,3435921409,%SCC086%
1087,3435921409,%SCC087%
1088,3435921409,%SCC088%
1089,3435921409,%SCC089%
1090,3435921409,%SCC090%
1091,3435921409,%SCC091%
